date,unit_id,unit_age_years,outdoor_temp_f,return_air_temp_f,supply_air_temp_f,delta_t_f,suction_pressure_psig,head_pressure_psig,compressor_amps,vibration_ips,filter_pressure_drop_inwc,runtime_hours,energy_kwh,failure_next_7_days
2026-04-05,RTU-04,3,85.6,76.7,59.1,17.6,120.2,336.1,21.4,0.213,0.35,7.2,47.1,0
2026-04-06,RTU-04,3,67.1,76.0,57.9,18.2,145.8,330.8,18.8,0.254,0.69,8.8,50.7,0
2026-04-07,RTU-04,3,78.9,70.3,52.3,18.0,117.2,381.6,18.4,0.246,0.32,9.1,54.8,0
2026-04-08,RTU-04,3,100.3,75.0,59.9,15.1,137.5,425.0,18.0,0.18,0.5,12.3,89.5,0
2026-04-09,RTU-04,3,80.0,77.2,61.3,16.0,112.0,360.0,15.7,0.321,0.61,9.7,57.4,0
2026-04-10,RTU-04,3,73.3,76.2,59.1,17.1,132.1,390.2,20.3,0.249,0.69,11.1,64.9,0
2026-04-11,RTU-04,3,78.9,73.0,59.6,13.4,112.7,343.0,21.3,0.288,0.75,8.9,54.7,0
2026-04-12,RTU-04,3,82.0,71.6,48.8,22.7,108.2,368.1,21.3,0.333,0.39,10.2,64.2,0
2026-04-13,RTU-04,3,68.4,74.3,58.4,16.0,143.1,381.5,18.9,0.227,0.54,4.4,25.7,0
2026-04-14,RTU-04,3,78.8,71.3,54.0,17.3,133.5,346.0,23.4,0.319,0.53,13.8,86.2,0
2026-04-15,RTU-04,3,69.5,73.6,52.7,20.9,133.9,359.2,20.8,0.286,0.35,7.2,42.1,0
2026-04-16,RTU-04,3,77.1,72.6,57.1,15.5,124.5,337.4,18.8,0.259,0.55,11.0,65.0,0
2026-04-17,RTU-04,3,95.0,69.6,53.6,16.0,124.4,325.3,17.9,0.25,0.57,13.4,92.7,0
2026-04-18,RTU-04,3,61.4,74.4,56.6,17.8,130.4,373.6,18.3,0.275,0.43,7.9,45.7,0
2026-04-19,RTU-04,3,65.3,73.3,52.9,20.4,128.7,329.0,20.2,0.33,0.61,11.5,66.9,0
2026-04-20,RTU-04,3,71.4,74.6,58.3,16.3,112.0,405.1,20.7,0.221,0.63,9.1,53.1,0
2026-04-21,RTU-04,3,54.3,74.6,56.9,17.6,127.8,472.9,21.5,0.181,0.32,11.5,67.9,0
2026-04-22,RTU-04,3,88.3,72.0,53.3,18.7,117.1,399.7,21.8,0.222,0.83,11.9,80.1,0
2026-04-23,RTU-04,3,83.9,74.6,58.5,16.1,131.1,419.2,19.7,0.193,0.67,7.1,44.8,0
2026-04-24,RTU-04,3,102.7,72.5,53.4,19.2,125.7,408.2,17.7,0.255,0.65,12.9,95.3,0
2026-04-25,RTU-04,3,70.9,71.7,56.8,14.9,133.5,,16.5,0.119,0.41,9.7,54.7,0
2026-04-26,RTU-04,3,91.9,72.1,54.0,18.1,124.8,335.4,16.5,0.157,1.06,10.7,71.2,0
2026-04-27,RTU-04,3,70.9,72.6,52.1,20.4,126.0,336.9,21.1,0.276,0.69,11.5,68.0,0
2026-04-28,RTU-04,3,80.5,80.5,59.6,20.9,127.7,350.0,19.2,0.165,0.74,11.5,70.4,0
2026-04-29,RTU-04,3,73.5,73.4,56.9,16.5,110.6,402.2,17.7,0.218,0.29,10.5,60.3,0
2026-04-30,RTU-04,3,74.0,71.1,51.5,19.6,102.9,356.8,19.6,0.27,0.62,9.4,54.8,0
2026-01-01,RTU-05,11,89.5,72.9,59.0,13.9,122.4,,18.3,0.258,0.65,11.8,73.9,1
2026-01-02,RTU-05,11,84.7,73.9,64.4,9.5,120.4,319.5,20.4,0.364,0.44,9.9,60.3,0
2026-01-03,RTU-05,11,79.2,75.7,58.1,17.7,113.6,322.4,21.8,0.369,0.69,13.0,75.7,0
2026-01-04,RTU-05,11,59.8,76.4,64.4,12.0,153.2,371.2,19.3,0.427,0.46,12.2,66.5,0
2026-01-05,RTU-05,11,68.5,74.2,55.4,18.7,115.6,388.6,20.5,0.272,0.61,13.6,75.1,0
2026-01-06,RTU-05,11,88.3,69.3,54.3,15.0,109.0,312.0,21.8,0.39,0.92,9.7,61.9,0
2026-01-07,RTU-05,11,78.0,72.5,55.9,16.6,120.5,361.9,21.8,0.454,0.4,6.2,35.3,0
2026-01-08,RTU-05,11,87.5,72.3,53.5,18.9,129.7,337.7,22.2,0.397,0.33,12.9,81.7,0
2026-01-09,RTU-05,11,78.5,77.1,56.8,20.3,120.4,342.8,19.6,0.369,0.46,8.0,45.5,0
2026-01-10,RTU-05,11,99.1,73.6,56.0,17.6,125.9,383.1,18.1,0.238,0.38,11.9,81.2,0
2026-01-11,RTU-05,11,85.8,71.8,61.3,10.5,125.7,356.9,19.3,0.461,0.65,12.0,72.9,0
2026-01-12,RTU-05,11,63.5,71.7,54.8,16.9,137.3,311.7,20.1,0.458,0.56,8.4,46.0,0
2026-01-13,RTU-05,11,74.6,75.1,59.4,15.7,148.9,380.2,22.9,0.471,0.65,9.4,52.8,1
2026-01-14,RTU-05,11,80.3,74.0,59.4,14.6,99.8,330.7,20.0,0.47,0.42,8.0,46.1,1
2026-01-15,RTU-05,11,63.5,77.6,60.4,17.2,122.9,368.2,17.1,0.359,0.55,6.9,36.7,0
2026-01-16,RTU-05,11,58.0,73.7,59.3,14.3,109.5,369.6,17.5,0.34,0.6,13.1,69.9,0
2026-01-17,RTU-05,11,90.2,73.5,60.3,13.1,101.6,337.4,22.5,0.447,0.66,9.3,60.9,0
2026-01-18,RTU-05,11,69.5,73.6,57.0,16.5,113.0,372.2,20.2,0.327,0.61,7.0,38.6,0
2026-01-19,RTU-05,11,95.1,75.2,58.8,16.3,138.9,352.8,22.4,0.362,0.91,12.5,85.4,1
2026-01-20,RTU-05,11,77.2,75.3,57.0,18.3,120.2,363.2,21.9,0.276,0.71,8.7,49.7,0
2026-01-21,RTU-05,11,92.2,74.0,56.5,17.5,135.1,399.5,17.3,0.408,0.95,9.4,60.1,0
2026-01-22,RTU-05,11,97.7,77.4,59.8,17.6,133.0,404.3,20.6,0.444,0.57,14.1,97.0,0
2026-01-23,RTU-05,11,66.9,77.4,60.8,16.7,111.6,400.4,20.6,0.45,0.59,10.9,59.9,1
2026-01-24,RTU-05,11,52.6,77.4,60.0,17.4,128.6,344.8,20.1,0.251,0.47,9.9,54.1,0
2026-01-25,RTU-05,11,86.0,72.6,56.5,16.2,116.6,381.5,20.8,0.451,0.7,9.0,55.7,0
2026-01-26,RTU-05,11,74.1,71.8,56.9,14.9,127.3,334.8,23.1,0.382,0.84,8.1,45.6,1
2026-01-27,RTU-05,11,68.7,69.8,52.2,17.6,116.8,321.0,23.3,0.467,0.76,8.9,50.0,1
2026-01-28,RTU-05,11,63.2,73.2,60.3,12.8,118.3,340.9,20.1,0.588,0.57,8.1,44.3,1
2026-01-29,RTU-05,11,75.0,71.3,49.5,21.9,123.5,346.2,22.3,0.314,0.74,10.7,59.8,0
2026-01-30,RTU-05,11,75.1,75.6,56.8,18.8,141.4,417.1,21.1,0.449,0.91,13.7,76.1,0
2026-01-31,RTU-05,11,57.2,69.6,53.3,16.3,128.8,350.4,19.6,0.305,0.72,8.9,48.4,0
2026-02-01,RTU-05,11,52.8,76.3,59.0,17.3,111.0,363.6,20.9,0.392,0.53,8.5,47.1,0
2026-02-02,RTU-05,11,57.1,70.7,50.2,20.5,133.5,366.5,16.5,0.445,0.8,6.9,36.8,0
2026-02-03,RTU-05,11,77.6,74.7,55.2,19.4,135.8,352.3,18.7,0.353,0.71,10.8,59.9,0
2026-02-04,RTU-05,11,69.0,76.8,59.3,17.5,121.7,371.2,20.1,0.23,0.71,9.0,49.4,0
2026-02-05,RTU-05,11,78.2,77.0,57.9,19.1,114.8,331.5,22.8,0.235,0.6,11.8,68.7,0
2026-02-06,RTU-05,11,57.0,76.4,63.0,13.4,144.9,324.7,21.3,0.378,0.61,9.5,52.9,0
2026-02-07,RTU-05,11,93.1,78.1,64.2,13.9,124.1,393.6,20.4,0.438,0.59,11.9,78.6,1
2026-02-08,RTU-05,11,78.5,74.2,53.9,20.3,113.9,325.5,17.4,0.299,0.41,2.8,15.5,0
2026-02-09,RTU-05,11,96.3,73.1,55.4,17.6,129.1,459.1,15.2,0.178,0.91,6.0,39.0,1
2026-02-10,RTU-05,11,71.1,74.6,59.0,15.6,126.7,372.4,24.4,0.462,0.9,9.4,53.6,0
2026-02-11,RTU-05,11,73.8,69.2,49.1,20.1,,347.1,19.6,0.485,0.45,9.6,52.2,0
2026-02-12,RTU-05,11,75.0,74.2,51.5,22.7,114.4,339.9,16.9,0.297,0.74,10.7,57.2,0
2026-02-13,RTU-05,11,87.9,71.8,52.4,19.4,114.4,328.6,19.5,0.222,0.36,10.5,65.6,0
2026-02-14,RTU-05,11,59.2,74.2,56.7,17.4,122.2,289.9,21.5,0.35,0.76,6.3,34.8,0
2026-02-15,RTU-05,11,89.8,72.8,53.5,19.3,110.0,388.8,23.2,0.426,1.09,13.8,89.8,0
2026-02-16,RTU-05,11,73.6,78.1,65.0,13.1,115.6,323.7,22.2,0.431,0.78,15.5,86.8,0
2026-02-17,RTU-05,11,70.3,69.4,54.5,14.9,141.3,305.6,23.1,0.472,0.53,8.7,48.8,0
2026-02-18,RTU-05,11,88.0,72.2,55.1,17.1,100.2,325.2,19.2,0.423,0.44,8.7,54.4,0
2026-02-19,RTU-05,11,58.6,74.6,56.7,17.9,130.9,362.7,19.2,0.475,0.65,11.1,60.6,0
2026-02-20,RTU-05,11,77.9,73.6,55.3,18.2,113.8,329.8,21.2,0.373,0.76,9.3,53.0,0
2026-02-21,RTU-05,11,71.4,77.0,58.8,18.2,133.0,354.0,22.3,0.339,0.67,10.3,57.8,1
2026-02-22,RTU-05,11,84.5,72.9,56.0,16.9,135.7,374.0,18.6,0.333,0.61,9.2,54.8,0
2026-02-23,RTU-05,11,83.5,80.8,67.4,13.5,133.6,370.4,16.3,0.485,0.71,12.1,70.3,1
2026-02-24,RTU-05,11,57.6,71.3,48.8,22.5,138.7,336.2,16.5,0.401,0.77,8.5,45.1,0
2026-02-25,RTU-05,11,66.8,76.2,60.0,16.2,121.1,366.1,17.7,0.27,0.79,6.5,34.6,0
2026-02-26,RTU-05,11,80.2,77.2,59.6,17.5,120.0,361.7,23.2,0.389,0.48,10.2,60.7,0
2026-02-27,RTU-05,11,85.9,75.4,60.3,15.1,134.8,372.7,18.7,0.446,0.54,11.5,70.0,0
2026-02-28,RTU-05,11,66.0,75.4,60.5,15.0,122.1,317.4,22.1,0.522,0.87,8.6,47.9,1
2026-03-01,RTU-05,11,88.4,74.4,58.6,15.9,136.4,287.9,20.0,0.368,0.74,5.8,36.7,0
2026-03-02,RTU-05,11,66.9,74.6,53.1,21.5,125.7,315.2,18.4,0.401,0.6,7.0,37.6,0
2026-03-03,RTU-05,11,70.5,76.9,61.8,15.0,119.4,342.7,16.2,0.316,0.77,6.7,35.6,0
2026-03-04,RTU-05,11,66.4,73.8,51.9,21.8,123.4,362.3,17.8,0.38,0.76,5.9,31.9,0
2026-03-05,RTU-05,11,103.6,73.8,57.5,16.3,146.9,412.0,23.8,0.545,0.64,15.3,113.2,1
2026-03-06,RTU-05,11,89.8,75.9,62.1,13.8,115.8,362.2,23.1,0.286,0.91,12.5,81.7,1
2026-03-07,RTU-05,11,91.9,74.2,56.4,17.8,129.2,394.0,19.3,0.396,0.77,8.9,57.4,0
2026-03-08,RTU-05,11,96.6,71.6,53.8,17.8,137.5,349.9,20.6,0.379,0.54,13.8,94.2,0
2026-03-09,RTU-05,11,70.8,72.4,53.3,19.1,105.1,354.3,20.4,0.369,0.56,12.2,66.9,0
2026-03-10,RTU-05,11,87.1,73.8,59.4,14.4,147.2,343.3,17.2,0.224,0.66,12.7,77.3,0
2026-03-11,RTU-05,11,90.4,74.7,58.3,16.4,139.4,446.1,22.6,0.348,0.77,12.3,80.0,0
2026-03-12,RTU-05,11,64.7,73.1,55.7,17.4,149.7,329.1,22.6,0.36,0.19,6.9,38.9,0
2026-03-13,RTU-05,11,92.1,75.0,54.7,20.4,113.8,347.4,15.3,0.455,0.73,11.8,74.3,0
2026-03-14,RTU-05,11,63.8,70.7,55.9,14.8,143.6,395.0,18.5,0.409,0.41,5.3,28.7,0
2026-03-15,RTU-05,11,64.3,71.9,52.7,19.1,119.9,,23.7,0.399,0.55,10.7,60.8,0
2026-03-16,RTU-05,11,61.9,73.7,55.0,18.6,106.4,346.6,20.3,0.467,0.75,11.5,63.4,0
2026-03-17,RTU-05,11,81.8,73.5,57.2,16.3,102.5,353.9,16.6,0.376,0.82,12.7,72.7,0
2026-03-18,RTU-05,11,92.8,73.9,58.2,15.8,105.7,358.2,24.7,0.297,0.32,10.4,70.4,0
2026-03-19,RTU-05,11,77.0,74.0,55.3,18.7,118.0,366.8,22.2,0.305,0.16,8.5,48.5,0
2026-03-20,RTU-05,11,108.0,74.5,58.8,15.7,146.9,413.3,20.0,0.458,0.56,12.9,96.6,0
2026-03-21,RTU-05,11,88.6,71.6,49.2,22.4,123.7,394.5,20.1,0.314,0.71,9.3,58.4,0
2026-03-22,RTU-05,11,70.1,72.7,58.4,14.4,110.5,369.5,19.2,0.505,0.59,10.0,54.4,0
2026-03-23,RTU-05,11,79.9,73.8,55.9,17.9,127.3,405.6,25.4,0.439,0.76,6.6,39.9,1
2026-03-24,RTU-05,11,65.9,72.8,53.6,19.2,128.3,331.4,20.0,0.469,0.35,9.3,51.0,0
2026-03-25,RTU-05,11,66.6,77.1,65.0,12.1,126.1,327.7,22.3,0.366,0.62,9.8,54.5,1
2026-03-26,RTU-05,11,91.5,71.2,56.5,14.7,130.0,354.4,22.8,0.473,0.59,15.7,103.7,0
2026-03-27,RTU-05,11,74.7,74.8,63.3,11.5,113.4,345.9,18.2,0.156,0.25,9.2,49.8,0
2026-03-28,RTU-05,11,76.6,72.4,53.3,19.1,134.6,365.2,20.1,0.316,0.44,8.2,45.7,0
2026-03-29,RTU-05,11,75.0,77.4,60.9,16.5,130.9,260.0,19.2,0.348,0.88,10.8,58.8,0
2026-03-30,RTU-05,11,83.9,74.1,53.2,21.0,97.7,373.0,22.7,0.234,0.77,11.1,68.2,0
2026-03-31,RTU-05,11,79.3,76.4,60.0,16.4,135.1,375.2,18.1,0.425,0.45,7.7,43.6,0
2026-04-01,RTU-05,11,74.3,75.4,58.3,17.0,116.8,315.6,20.5,0.334,0.28,11.1,60.9,0
2026-04-02,RTU-05,11,97.5,76.7,60.8,15.9,141.6,435.9,18.3,0.226,0.26,10.2,68.7,0
2026-04-03,RTU-05,11,100.7,74.4,54.4,20.0,128.4,404.0,21.6,0.408,0.6,11.1,79.1,0
2026-04-04,RTU-05,11,78.9,78.5,60.6,17.9,134.1,369.4,20.1,0.426,0.84,12.0,68.6,0
2026-04-05,RTU-05,11,60.6,74.5,55.2,19.3,113.1,272.9,18.7,0.369,0.36,7.8,42.1,0
2026-04-06,RTU-05,11,88.4,74.9,58.6,16.2,116.8,364.1,21.3,0.266,0.91,10.8,68.5,0
2026-04-07,RTU-05,11,71.6,77.1,60.8,16.3,122.4,412.3,24.8,0.387,0.4,10.9,62.2,0
2026-04-08,RTU-05,11,90.4,73.5,55.6,17.8,115.0,419.2,21.4,0.546,0.72,8.5,54.9,0
2026-04-09,RTU-05,11,84.4,76.6,61.4,15.2,114.7,328.8,23.9,0.435,0.49,12.4,77.3,0
2026-04-10,RTU-05,11,76.5,74.1,56.5,17.6,148.2,337.1,16.0,0.301,0.39,6.9,37.3,0
2026-04-11,RTU-05,11,65.4,71.2,54.0,17.2,149.0,379.4,21.2,0.534,0.84,10.9,60.3,1
2026-04-12,RTU-05,11,74.3,73.8,57.7,16.1,127.5,372.3,17.2,0.516,0.66,8.9,47.8,0
2026-04-13,RTU-05,11,80.7,70.3,53.5,16.9,110.8,454.3,20.6,0.291,1.28,11.8,69.1,0
2026-04-14,RTU-05,11,75.5,71.9,54.1,17.7,98.5,398.0,17.4,0.352,0.72,8.7,47.1,0
2026-04-15,RTU-05,11,76.0,79.2,60.8,18.4,112.0,366.2,17.2,0.523,0.59,6.8,36.7,0
2026-04-16,RTU-05,11,86.4,70.8,52.7,18.1,129.9,412.6,20.2,0.394,0.62,9.7,60.0,0
2026-04-17,RTU-05,11,74.3,75.5,57.5,18.0,120.8,364.2,19.9,0.542,0.52,10.1,55.2,0
2026-04-18,RTU-05,11,77.9,74.5,58.5,16.0,126.3,364.5,22.0,0.392,0.61,9.2,52.8,0
2026-04-19,RTU-05,11,88.4,70.9,49.5,21.4,134.3,369.1,19.9,0.354,0.61,8.3,52.4,0
2026-04-20,RTU-05,11,88.1,74.5,59.6,14.9,132.1,345.7,18.7,0.392,1.07,11.0,68.0,0
2026-04-21,RTU-05,11,47.2,75.7,61.4,14.3,135.0,365.6,22.0,0.34,0.45,7.5,42.0,0
2026-04-22,RTU-05,11,77.9,77.9,59.3,18.6,101.1,388.0,21.5,0.48,0.42,9.2,52.7,0
2026-04-23,RTU-05,11,79.3,76.4,59.9,16.5,138.8,334.0,16.5,0.366,0.6,7.3,40.7,0
2026-04-24,RTU-05,11,41.2,74.9,56.1,18.8,120.4,344.8,23.2,0.259,0.55,9.9,55.7,0
2026-04-25,RTU-05,11,85.3,71.7,51.7,20.0,125.6,312.2,20.6,0.423,0.96,10.6,65.1,0
2026-04-26,RTU-05,11,60.2,77.1,62.0,15.1,106.4,395.0,18.5,0.461,0.37,5.7,30.7,1
2026-04-27,RTU-05,11,88.5,69.8,47.0,22.9,123.3,350.2,23.0,0.461,0.8,9.0,57.6,0
2026-04-28,RTU-05,11,100.6,72.6,54.9,17.7,141.1,424.3,19.8,0.347,0.8,9.1,63.4,0
2026-04-29,RTU-05,11,67.5,72.6,57.2,15.4,137.4,375.3,20.9,0.4,0.6,6.9,38.2,0
2026-04-30,RTU-05,11,87.5,73.9,58.0,15.9,,395.1,17.8,0.405,0.51,9.2,56.3,0
2026-01-01,RTU-06,9,76.2,74.6,56.3,18.3,154.9,350.4,19.4,0.364,0.81,11.4,53.2,0
2026-01-02,RTU-06,9,54.4,69.9,53.7,16.2,131.0,328.8,16.5,0.361,0.72,7.6,34.1,0
2026-01-03,RTU-06,9,87.8,76.4,56.1,20.3,152.2,363.2,20.5,0.322,0.64,12.4,67.5,0
2026-01-04,RTU-06,9,61.9,77.4,57.6,19.8,120.6,389.9,20.3,0.475,0.57,7.0,32.7,0
2026-01-05,RTU-06,9,109.7,74.1,55.8,18.3,123.6,503.0,20.9,0.333,0.52,14.5,98.3,0
2026-01-06,RTU-06,9,88.4,75.4,61.9,13.5,128.1,392.7,23.6,0.293,0.36,9.5,53.2,0
2026-01-07,RTU-06,9,62.0,77.9,59.8,18.1,139.7,364.7,20.0,0.328,0.58,12.1,56.0,0
2026-01-08,RTU-06,9,81.2,75.9,58.3,17.5,,331.9,20.0,0.414,0.39,9.6,48.3,0
2026-01-09,RTU-06,9,80.8,72.5,54.7,17.9,111.5,373.8,17.7,0.44,0.99,8.0,39.2,0
2026-01-10,RTU-06,9,84.4,76.6,62.5,14.1,131.2,338.3,19.3,0.273,0.72,8.5,43.7,0
2026-01-11,RTU-06,9,84.6,73.7,56.1,17.6,116.3,376.6,23.2,0.293,0.8,9.4,50.3,1
2026-01-12,RTU-06,9,68.2,74.8,58.8,15.9,147.4,361.2,17.6,0.263,0.73,5.7,25.6,0
2026-01-13,RTU-06,9,78.5,72.8,55.6,17.2,124.8,383.9,21.4,0.337,0.64,11.6,57.2,0
2026-01-14,RTU-06,9,60.3,78.7,63.7,15.1,115.7,329.5,21.5,0.391,0.57,9.6,45.2,0
2026-01-15,RTU-06,9,79.1,74.4,54.9,19.5,110.0,306.4,22.9,0.306,0.74,5.9,29.6,0
2026-01-16,RTU-06,9,76.1,71.8,54.2,17.6,120.4,313.8,20.7,0.334,0.57,10.1,48.0,0
2026-01-17,RTU-06,9,97.1,76.4,60.2,16.2,106.0,462.5,20.2,0.295,0.73,13.7,81.7,1
2026-01-18,RTU-06,9,77.7,76.7,62.1,14.6,116.9,393.5,14.2,0.343,0.38,12.3,55.4,0
2026-01-19,RTU-06,9,74.4,72.6,58.1,14.5,152.5,425.4,17.1,0.482,0.5,8.2,36.8,0
2026-01-20,RTU-06,9,77.2,76.5,58.9,17.6,119.3,314.3,17.7,0.224,0.57,7.8,36.1,0
2026-01-21,RTU-06,9,74.8,77.0,59.8,17.2,124.0,425.8,21.3,0.329,0.38,12.2,57.2,0
2026-01-22,RTU-06,9,88.0,74.7,58.4,16.4,123.6,288.8,19.3,0.433,0.47,9.1,49.0,0
2026-01-23,RTU-06,9,68.9,73.5,58.5,14.9,141.0,392.5,18.6,0.395,0.69,9.8,44.9,0
2026-01-24,RTU-06,9,57.7,72.6,56.2,16.4,156.7,370.6,19.2,0.179,0.87,11.3,52.0,0
2026-01-25,RTU-06,9,66.0,77.5,58.3,19.2,123.1,370.8,18.4,0.366,0.59,8.2,37.5,0
2026-01-26,RTU-06,9,89.6,73.1,54.0,19.1,124.9,341.3,19.3,0.362,0.79,11.9,65.1,0
2026-01-27,RTU-06,9,63.5,74.3,56.5,17.7,136.0,395.7,18.5,0.306,0.4,9.1,41.7,0
2026-01-28,RTU-06,9,95.4,73.4,52.7,20.7,132.6,406.0,17.4,0.409,0.44,10.7,61.4,0
2026-01-29,RTU-06,9,73.8,73.4,59.8,13.7,136.5,399.5,15.4,0.433,0.42,7.7,33.7,0
2026-01-30,RTU-06,9,77.2,73.5,53.2,20.3,110.1,381.3,22.3,0.412,1.01,9.3,45.5,0
2026-01-31,RTU-06,9,89.5,77.1,59.8,17.3,121.3,424.7,18.9,0.242,0.51,10.5,57.2,0
2026-02-01,RTU-06,9,94.7,77.3,63.6,13.7,121.2,379.3,19.9,0.362,0.75,11.6,67.6,0
2026-02-02,RTU-06,9,79.7,71.7,54.7,17.0,123.3,354.2,19.9,0.361,0.51,9.5,46.5,0
2026-02-03,RTU-06,9,64.0,80.9,66.3,14.7,108.8,385.7,15.0,0.336,0.95,7.3,32.2,0
2026-02-04,RTU-06,9,54.2,76.2,56.2,20.1,118.8,383.9,22.4,0.498,0.49,5.6,26.4,0
2026-02-05,RTU-06,9,68.1,73.4,56.5,16.8,138.4,404.6,19.3,0.443,0.63,8.0,36.9,0
2026-02-06,RTU-06,9,88.9,79.1,65.5,13.7,119.7,373.3,21.0,0.456,0.61,10.8,59.8,0
2026-02-07,RTU-06,9,88.1,69.1,51.9,17.3,106.7,353.0,18.2,0.42,0.66,12.3,65.7,0
2026-02-08,RTU-06,9,88.6,74.8,59.6,15.2,121.5,394.8,20.7,0.462,0.55,7.3,40.2,0
2026-02-09,RTU-06,9,72.7,75.1,58.1,17.0,103.4,371.6,20.7,0.301,0.36,9.4,44.0,0
2026-02-10,RTU-06,9,83.9,71.2,55.9,15.2,141.0,372.6,18.7,0.396,0.45,9.5,48.7,0
2026-02-11,RTU-06,9,94.2,72.4,61.9,10.6,108.6,341.6,20.2,0.329,0.36,10.2,59.4,0
2026-02-12,RTU-06,9,84.1,69.3,52.3,17.0,108.8,399.7,21.8,0.283,0.48,11.3,59.6,0
2026-02-13,RTU-06,9,51.0,73.3,53.6,19.7,111.8,338.3,16.6,0.275,0.38,9.8,43.7,0
2026-02-14,RTU-06,9,69.6,73.0,58.9,14.1,123.0,381.0,17.2,0.42,0.44,9.3,41.8,0
2026-02-15,RTU-06,9,84.4,74.1,57.6,16.5,127.0,285.4,15.7,0.404,0.77,8.6,42.9,0
2026-02-16,RTU-06,9,75.1,75.7,63.5,12.2,114.4,348.4,21.4,0.555,0.55,9.7,45.7,0
2026-02-17,RTU-06,9,82.8,74.3,59.3,15.0,136.8,388.9,18.0,0.386,0.82,13.0,65.0,0
2026-02-18,RTU-06,9,77.2,77.1,62.8,14.3,130.3,312.0,22.1,0.334,0.8,8.4,41.1,1
2026-02-19,RTU-06,9,63.3,77.9,58.4,19.5,115.9,349.3,20.5,0.299,0.94,12.3,57.3,0
2026-02-20,RTU-06,9,45.6,73.1,56.0,17.1,120.6,388.2,22.4,0.378,0.54,9.8,46.5,0
2026-02-21,RTU-06,9,78.2,75.4,57.0,18.4,143.5,403.9,18.1,0.421,0.39,7.5,35.7,0
2026-02-22,RTU-06,9,71.8,74.7,64.1,10.6,104.0,353.8,19.7,0.325,0.27,6.6,30.7,0
2026-02-23,RTU-06,9,82.7,74.0,53.8,20.2,130.0,339.2,19.5,0.243,0.6,11.3,57.1,0
2026-02-24,RTU-06,9,86.2,73.2,52.6,20.6,123.3,424.0,20.3,0.412,0.92,13.6,72.3,0
2026-02-25,RTU-06,9,80.6,73.7,59.7,14.0,150.8,344.8,20.6,0.447,0.53,12.6,63.3,0
2026-02-26,RTU-06,9,81.0,73.3,55.4,17.9,121.9,308.1,22.9,0.363,0.79,5.6,28.8,0
2026-02-27,RTU-06,9,67.4,73.5,59.1,14.3,142.6,338.2,15.8,0.461,0.5,9.6,42.6,0
2026-02-28,RTU-06,9,56.8,70.8,53.4,17.4,136.0,374.8,20.1,0.219,0.5,13.0,60.4,0
2026-03-01,RTU-06,9,68.6,75.7,56.0,19.7,110.3,436.9,21.5,0.355,0.79,9.5,44.6,1
2026-03-02,RTU-06,9,60.7,68.1,50.3,17.8,129.4,358.6,18.3,0.191,0.64,8.5,38.6,0
2026-03-03,RTU-06,9,70.9,70.1,51.7,18.4,120.3,333.3,18.2,0.324,0.67,10.0,45.6,0
2026-03-04,RTU-06,9,73.2,71.3,49.5,21.8,114.8,336.6,17.6,0.499,0.68,8.9,40.2,0
2026-03-05,RTU-06,9,91.3,74.6,58.3,16.4,117.1,394.4,18.9,0.5,0.39,11.4,63.5,1
2026-03-06,RTU-06,9,76.7,76.1,60.4,15.7,135.4,265.2,18.3,0.281,0.37,9.9,46.0,0
2026-03-07,RTU-06,9,82.6,74.6,59.0,15.6,,369.6,22.2,0.417,0.63,11.5,60.0,0
2026-03-08,RTU-06,9,70.2,73.2,55.3,18.0,133.6,358.2,19.7,0.366,0.47,7.7,35.8,0
2026-03-09,RTU-06,9,56.9,75.2,59.7,15.5,122.1,376.3,20.8,0.269,0.74,7.4,34.6,0
2026-03-10,RTU-06,9,64.4,77.0,60.1,16.9,98.4,311.0,19.0,0.262,0.48,7.1,32.6,0
2026-03-11,RTU-06,9,95.5,76.7,56.1,20.6,143.8,401.1,15.7,0.392,0.8,10.8,61.1,0
2026-03-12,RTU-06,9,98.9,75.4,55.8,19.6,130.9,310.6,19.3,0.451,0.51,13.8,83.6,0
2026-03-13,RTU-06,9,65.5,78.2,63.1,15.1,126.8,336.2,21.6,0.396,0.79,13.1,61.9,0
2026-03-14,RTU-06,9,113.2,69.7,54.4,15.4,109.5,374.2,17.9,0.281,0.45,11.2,76.6,0
2026-03-15,RTU-06,9,71.9,76.2,60.9,15.4,121.8,372.8,15.5,0.164,,8.6,37.9,0
2026-03-16,RTU-06,9,102.8,76.0,59.8,16.3,130.8,463.9,15.6,0.388,1.02,12.7,77.2,1
2026-03-17,RTU-06,9,97.8,73.9,56.9,17.1,100.2,354.7,17.5,0.421,0.76,10.3,60.5,0
2026-03-18,RTU-06,9,87.9,77.0,59.7,17.3,126.5,366.5,21.4,0.321,0.78,10.2,55.8,0
2026-03-19,RTU-06,9,64.8,73.8,57.6,16.1,135.7,338.7,19.5,0.467,0.89,10.6,48.8,1
2026-03-20,RTU-06,9,74.6,71.6,56.6,15.0,96.8,418.6,18.2,0.345,0.46,11.8,53.8,0
2026-03-21,RTU-06,9,73.5,75.1,61.4,13.7,,286.3,16.3,0.369,0.19,6.0,26.7,0
2026-03-22,RTU-06,9,78.0,79.0,57.1,21.9,114.6,379.5,21.3,0.307,0.3,8.1,39.6,0
